,fluxes
EX_cpd11416_b,0.17241712102623108
EX_cpd00067_b,0.0
EX_cpd00033_b,0.0
EX_cpd00118_b,0.0
EX_cpd00129_b,0.0
EX_cpd00039_b,-0.03372179389538443
EX_cpd00276_b,0.0
EX_cpd00023_b,0.0
EX_cpd00367_b,0.0
EX_cpd00063_b,-0.0005338838999621293
EX_cpd00058_b,-0.0005338838999621293
EX_cpd00184_b,0.0
EX_cpd00314_b,0.0
EX_cpd00222_b,0.0
EX_cpd00051_b,-0.10480830536088726
EX_cpd00355_b,0.0
EX_cpd00100_b,-0.21810586312845512
EX_cpd00009_b,-0.14
EX_cpd00060_b,0.0
EX_cpd00438_b,0.0
EX_cpd00034_b,-0.0005338838999621293
EX_cpd10516_b,-0.0014628418858962343
EX_cpd00249_b,0.0
EX_cpd00119_b,-0.008609833087937332
EX_cpd00264_b,-0.0003363468569761414
EX_cpd00054_b,-0.17305516468227655
EX_cpd00644_b,0.0
EX_cpd00122_b,0.0
EX_cpd00035_b,0.0
EX_cpd00277_b,0.0
EX_cpd00254_b,-0.0005338838999621293
EX_cpd00205_b,-0.0005338838999621293
EX_cpd00305_b,-0.0003363468569761414
EX_cpd00065_b,0.0
EX_cpd00048_b,-0.03803106885129764
EX_cpd03847_b,-0.01630032485428995
EX_cpd00030_b,-0.0005338838999621293
EX_cpd00149_b,-0.0005338838999621293
EX_cpd00099_b,-0.0005338838999621293
EX_cpd00027_b,0.0
EX_cpd00794_b,0.0
EX_cpd00226_b,-0.05373983670365609
EX_cpd00268_b,0.0
EX_cpd00069_b,-0.013108229027140499
EX_cpd00007_b,-0.5815563704375231
EX_cpd00092_b,-0.022482403681294665
EX_cpd01080_b,-0.009252960037487384
EX_cpd00066_b,-0.016784337536596926
EX_cpd00011_b,0.9761795714867428
EX_cpd00028_b,-0.0006726937139522829
EX_cpd00322_b,-0.047124481138031936
rxn02201_c0ksp,0.0
rxn00351_c0ksp,0.0
rxn00836_c0ksp,0.0
rxn00390_c0ksp,0.0
rxn08180_c0ksp,0.0
rxn05318_c0ksp,0.0
rxn01094_c0ksp,0.0
rxn11567_c0ksp,0.0
rxn00423_c0ksp,0.023498778182260198
rxn00364_c0ksp,0.060658549664287284
rxn05561_c0ksp,0.0
rxn03408_c0ksp,0.0027167208090483246
